name,affiliation,country,year,indico_id
Olaf Kaczmarek,University of Bielefeld,,2017,433345
Olga Evdokimov,University of Illinois at Chicago (US),US,2017,433345
Oliver Arnold,Technische Universitaet Muenchen (DE),DE,2017,433345
Oton Vazquez Doce,Technische Universitaet Muenchen (DE),DE,2017,433345
Panos Christakoglou,Nikhef National institute for subatomic physics (NL),NL,2017,433345
Paolo Giubellino,FAIR & GSI,,2017,433345
Paolo Martinengo,CERN,,2017,433345
Paolo Parotto,University of Houston,,2017,433345
Paolo Giuseppe Alba,Frankfurt Institute for Advanced Studies,,2017,433345
Pascal Dillenseger,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Pasi Huovinen,University of Wroclaw,,2017,433345
Pasquale Di Nezza,Istituto Nazionale Fisica Nucleare Frascati (IT),IT,2017,433345
Patrick Huhn,Johann-Wolfgang-Goethe Univ. (DE),DE,2017,433345
Patrick Robbe,LAL - Universite Paris-Sud 11,,2017,433345
Patrick Sellheim,Goethe-University Frankfurt,,2017,433345
Paul Romatschke,"University of Colorado, Boulder",,2017,433345
Paul Sorensen,"BNL, DOE",,2017,433345
Paul Stankus,Oak Ridge National Laboratory - (US),US,2017,433345
Pavol Federic,Acad. of Sciences of the Czech Rep. (CZ),CZ,2017,433345
Peifeng Liu,Stony Brook University,,2017,433345
Peng Huo,State University of New York (US),US,2017,433345
Peter Arnold,University of Virginia,,2017,433345
Peter Braun-Munzinger,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2017,433345
Peter Jones,University of Birmingham (GB),GB,2017,433345
Peter Levai,"Wigner RCP, Hungarian Academy of Sciences (HU)",HU,2017,433345
Peter Petreczky,BNL,,2017,433345
Peter Senger,GSI,,2017,433345
Peter Alan Steinberg,Brookhaven National Laboratory (US),US,2017,433345
Peter Martin Jacobs,Lawrence Berkeley National Lab. (US),US,2017,433345
Peter Thomas Jahn,Technische Universitaet Darmstadt,,2017,433345
Petja Paakkinen,University of Jyväskylä,,2017,433345
Pierre Moreau,Frankfurt Institute for Advanced Studies,,2017,433345
Piotr Bozek,AGH University of Science and Technology,,2017,433345
Piotr Gasik,Technische Universitaet Muenchen (DE),DE,2017,433345
Pol Gossiaux,Subatech,,2017,433345
Pooja Pareek,Indian Institute of Technology Indore (IN),IN,2017,433345
Prakhar Garg,Stony Brook University,,2017,433345
Prashanth Shanmuganathan,"Lehigh university, USA",,2017,433345
Prithwish Tribedy,Brookhaven National Laboratory,,2017,433345
Péter Pósfay,Wigner Research Centre for Physics,,2017,433345
Qian Yang,University of Science and Technology of China,,2017,433345
Qiao Xu,Vanderbilt University (US),US,2017,433345
Quan Wang,The University of Kansas (US),US,2017,433345
Qun Wang,University of Science and Technology of China,,2017,433345
Rachid Nouicer,BNL,,2017,433345
Radim Slovak,Charles University (CZ),CZ,2017,433345
Raghava Varma,IIT- Indian Institute of Technology (IN),IN,2017,433345
Rainer Fries,Texas A&M University,,2017,433345
Rajiv V Gavai,"Tata Institute, Mumbai, India",,2017,433345
Raju Venugopalan,Brookhaven National Laboratory,,2017,433345
Ralf Averbeck,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2017,433345
Ralf Rapp,Texas A&M University,,2017,433345
Ran Bi,Massachusetts Inst. of Technology (US),US,2017,433345
Raul Tonatiuh Jimenez Bustamante,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2017,433345
Raymond Ehlers,Yale University (US),US,2017,433345
Redmer Alexander Bertens,"University of Tennessee, Knoxville",,2017,433345
Rene Bellwied,University of Houston (US),US,2017,433345
Richard Seto,University of California Riverside (US),US,2017,433345
Richard Witt,United States Naval Academy,,2017,433345
Richard Daniel Majka,Yale University (US),US,2017,433345
Ritsuya Hosokawa,University of Tsukuba (JP),JP,2017,433345
Robert Hambrock,University of Cape Town,,2017,433345
Robert Pisarski,Brookhaven National Lab.,,2017,433345
Robert Ray,University of Texas at Austin,,2017,433345
Roberta Arnaldi,INFN Torino (IT),IT,2017,433345
Roland Katz,University of São Paulo,,2017,433345
Roli Esha,University of California - Los Angeles,,2017,433345
Romain Holzmann,GSI,,2017,433345
Ron Belmont,University of Colorado Boulder,,2017,433345
Ron Soltz,Lawrence Livermore Nat. Laboratory (US),US,2017,433345
Rongrong Ma,BNL,,2017,433345
Rosi Jan Reed,Lehigh University,,2017,433345
Roy Alphanso Lacey,State University of New York (US),US,2017,433345
Ryan Weller,University of Colorado at Boulder,,2017,433345
Ryo Aoyama,University of Tsukuba,,2017,433345
Sabita Das,Central China Normal University,,2017,433345
Saehanseul Oh,Yale University (US),US,2017,433345
Salvatore Aiola,Yale University (US),US,2017,433345
Samuel Steed Boren,The University of Kansas (US),US,2017,433345
Sang Eon Park,Rice University (US),US,2017,433345
Sanghoon Lim,LANL,,2017,433345
Sangwook Ryu,Frankfurt Institute for Advanced Studies,,2017,433345
Sangyong Jeon,McGill University,,2017,433345
Sarah Campbell,Columbia University (US),US,2017,433345
Sarah Porteboeuf,Univ. Blaise Pascal Clermont-Fe. II (FR),FR,2017,433345
Satoshi Yano,Hiroshima University (JP),JP,2017,433345
Sayantan Sharma,BNL,,2017,433345
Scott McDonald,McGill University,,2017,433345
Scott Moreland,Duke University,,2017,433345
Scott Pratt,Michigan State University,,2017,433345
Sean Bartz,Macalester College,,2017,433345
Sean Gavin,Wayne State University,,2017,433345
Sebastian Lehner,Austrian Academy of Sciences (AT),AT,2017,433345
Sebastian Tapia Araya,Federico Santa Maria Technical University (CL),CL,2017,433345
Sedigheh Jowzaee,Wayne State University,,2017,433345
Sergei Voloshin,Wayne State University (US),US,2017,433345
Sergei Zharko,Peter the Great Saint-Petersburg Polytechnic University,,2017,433345
Shanshan Cao,Wayne State University,,2017,433345
Shenghui Zhang,USTC,,2017,433345
Shengquan Tuo,Vanderbilt University (US),US,2017,433345
Shingo Sakai,University of Tsukuba (JP),JP,2017,433345
Shinsuke Yoshida,Los Alamos National Laboratory,,2017,433345
Shiori Kajimoto,Osaka University,,2017,433345
Shoichiro Tsutsui,KEK,,2017,433345
Shu Lin,Sun Yat-Sen University,,2017,433345
Shuai Liu,Texas A&M University,,2017,433345
Shuai Yang,Brookhaven National Lab,,2017,433345
Shusu Shi,CCNU,,2017,433345
Shuzhe SHI,"Indiana University, Bloomington",,2017,433345
Sigtryggur Hauksson,McGill University,,2017,433345
Siwei Luo,The university of Illinois at Chicago,,2017,433345
Soeren Schlichting,University of Washington,,2017,433345
Songkyo Lee,Korea University (KR),KR,2017,433345
Sonia Parmar,Panjab University (IN),IN,2017,433345
Sooraj Krishnan Radhakrishnan,Lawrence Berkeley National Lab,,2017,433345
Soren Pontoppidan Sorensen,University of Tennessee (US),US,2017,433345
Soumya Mohapatra,Columbia University (US),US,2017,433345
Sourav Tarafdar,Vanderbilt University (US),US,2017,433345
Sourendu Gupta,Tata Institute of Fundamental Research,,2017,433345
Spencer Klein,Lawrence Berkeley National Laboratory,,2017,433345
Spyridon Margetis,Kent State University,,2017,433345
Srimoyee Sen,University of Arizona,,2017,433345
Stefania Bufalino,Politecnico e INFN Torino (IT),IT,2017,433345
Stefano Trogolo,Universita e INFN Torino (IT),IT,2017,433345
Steffen A. Bass,Duke University,,2017,433345
Steffen Georg Weber,Technische Universitaet Darmstadt (DE),DE,2017,433345
Stephen Sanders,The University of Kansas (US),US,2017,433345
Steven Rose,Texas A&M University,,2017,433345
Subhash Singha,Kent State University,,2017,433345
Sumit Basu,"Wayne State University, Detroit, Michigan",,2017,433345
Sungtae Cho,Kangwon National University,,2017,433345
Sushanta Tripathy,Indian Institute of Technology Indore (IN),IN,2017,433345
Swagato Mukherjee,Brookhaven National Laboratory,,2017,433345
Szabolcs Borsanyi,University of Wuppertal,,2017,433345
Ta-Wei Wang,Massachusetts Inst. of Technology (US),US,2017,433345
Takafumi Niida,Wayne State University,,2017,433345
Takahito Todoroki,Brookhaven National Laboratory,,2017,433345
Takao Sakaguchi,BNL,,2017,433345
Taku Gunji,University of Tokyo (JP),JP,2017,433345
Tariq Mahmoud,"II. Physikalisches Institut, University of Giessen",,2017,433345
Tetsuro Sugiura,"University of Tsukuba, Japan",,2017,433345
Tetyana Galatyuk,TU Darmstadt / GSI,,2017,433345
Thomas Peitzmann,Nikhef/Utrecht University (NL),NL,2017,433345
Thomas Schaefer,North Carolina State University,,2017,433345
Thomas Ullrich,Brookhaven National Laboratory,,2017,433345
Thorsten Kollegger,GSI,,2017,433345
Thorsten Steinert,JLU Giessen,,2017,433345
Timothy Rinn,Iowa State University,,2017,433345
Timothy James Symons,Lawrence Berkeley National Lab. (US),US,2017,433345
Tomoko Sakamoto,Nara Women's University (JP),JP,2017,433345
Tomoya Hoshino,Hiroshima University,,2017,433345
Torsten Dahms,Technische Universitaet Muenchen,,2017,433345
Toru Kojo,Central China Normal University,,2017,433345
Toru Sugitate,Hiroshima University (JP),JP,2017,433345
Toshihiro Nonaka,Univ. Tsukuba,,2017,433345
Tristan Haseler,Georgia State University,,2017,433345
Tuomas Lappi,University of Jyvaskyla,,2017,433345
Tyler Danley,Ohio University,,2017,433345
Tyler Gorda,University of Helsinki,,2017,433345
Ulrich Heinz,The Ohio State University,,2017,433345
Urs Wiedemann,CERN,,2017,433345
Valentina Mantovani-Sarti,University of Turin,,2017,433345
Veronica Canoa Roman,Stony Brook,,2017,433345
Verônica Dexheimer,Kent State University,,2017,433345
Victoria Greene,Vanderbilt University (US),US,2017,433345
Vincent Klaer,Technische Universitaet Darmstadt,,2017,433345
Vincenzo Greco,"University of Catania, Department of Physics",,2017,433345
Vinzent Steinberg,Frankfurt Institute for Advanced Studies,,2017,433345
Virginia Bailey,Univ. Illinois at Urbana-Champaign (US),US,2017,433345
Vladimir Kekelidze,Joint Institute for Nuclear Research (RU),RU,2017,433345
Vladimir Khachatryan,Stony Brook University,,2017,433345
Vojtech Pacik,Niels Bohr Institute (DK),DK,2017,433345
Volker Koch,LBNL,,2017,433345
Volodymyr Vovchenko,Frankfurt Institute for Advanced Studies,,2017,433345
Vytautas Vislavicius,Lund University (SE),SE,2017,433345
W.J. Llope,Wayne State University (US),US,2017,433345
Wangmei Zha,USTC/BNL,,2017,433345
WEI CHEN,CCNU,,2017,433345
Wei Li,Rice University (US),US,2017,433345
Wei Xie,Purdue University (US),US,2017,433345
Wei-Liang Qian,University of Sao Paulo,,2017,433345
Weiyao Ke,Duke University,,2017,433345
Weizhuang Peng,Vanderbilt University (US),US,2017,433345
Wenchang Xiang,Guizhou University of Finance and Economics,,2017,433345
Wenqing Fan,Stony Brook University,,2017,433345
Wilke van der Schee,MIT and Utrecht University,,2017,433345
William McBrayer,The University of Kansas (US),US,2017,433345
William Zajc,Columbia University,,2017,433345
William Alexander Horowitz,University of Cape Town (ZA),ZA,2017,433345
William Edward Witt,University of Tennessee (US),US,2017,433345
Wit Busza,Massachusetts Inst. of Technology (US),US,2017,433345
Wladyslaw Henryk Trzaska,University of Jyvaskyla (FI),FI,2017,433345
Xiao Tu,Columbia University (US),US,2017,433345
Xiao Wang,University of Illinois at Chicago (US),US,2017,433345
Xiaochun He,Georgia State University,,2017,433345
Xiaofeng Luo,Central China Normal University,,2017,433345
Xiaojian Du,Texas A&M University,,2017,433345
Xiaojun Yao,Duke University,,2017,433345
Xiaolong Chen,USTC/LBNL,,2017,433345
Xiaozhi Bai,University of Illinois at Chicago,,2017,433345
Xin An,"University of Illinois, Chicago",,2017,433345
Xin Dong,Lawrence Berkeley National Lab,,2017,433345
Xingyu Guo,Tsinghua University,,2017,433345
Xinjie Huang,Tsinghua Univ.,,2017,433345
Xu Sun,Central China Normal University,,2017,433345
Xu-Guang Huang,Fudan University,,2017,433345
Yacine Mehtar-Tani,"INT, University of Washington",,2017,433345
Yakov Petrovich Kulinich,Univ. Illinois at Urbana-Champaign (US),US,2017,433345
Yanfang Liu,Texas A&M University,,2017,433345
Yang Wu,Kent State University,,2017,433345
Yang-Ting Chien,Massachusetts Institute of Technology,,2017,433345
Yaping Wang,Central China Normal University CCNU (CN),CN,2017,433345
Yasuki Tachibana,Central China Normal University,,2017,433345
Yasushi Nara,Akita International University,,2017,433345
Yasuyuki Akiba,RIKEN,,2017,433345
Yen-Jie Lee,Massachusetts Inst. of Technology (US),US,2017,433345
Yi Chen,CERN,,2017,433345
Yi Guo,Kent State University,,2017,433345
Yi Yin,MIT,,2017,433345
Yifeng Sun,Texas A&M University,,2017,433345
Yingru Xu,Duke University,,2017,433345
Yongsun Kim,Korea University (KR),KR,2017,433345
Yorito Yamaguchi,RIKEN,,2017,433345
Yoshimasa Hidaka,"Nishina Center, RIKEN",,2017,433345
Yosuke Watanabe,University of Tokyo (JP),JP,2017,433345
You Zhou,Niels Bohr Institute (DK),DK,2017,433345
Yu-Gang Ma,"Shanghai Institute of Applied Physics, CAS",,2017,433345
yu-ichiro sekiguchi,Toho University,,2017,433345
Yuanfang Wu,Central China Normal University,,2017,433345
Yue Hang Leung,Stony Brook University,,2017,433345
Yue Shi Lai,Lawrence Berkeley National Lab. (US),US,2017,433345
Yuji Hirono,Brookhaven National Laboratory,,2017,433345
Yukinao Akamatsu,Osaka University,,2017,433345
Yun Tian,Columbia University (US),US,2017,433345
Yuncun He,Hubei University,,2017,433345
Yves Schutz,IPHC Strasbourg,,2017,433345
Zachariah Miller,University of Illinois at Chicago (US),US,2017,433345
Zachary Hulcher,Massachusetts Inst. of Technology (US),US,2017,433345
Zaida Conesa del Valle,"IPN Orsay (CNRS/IN2P3 - Universite de Paris-Sud 11, FR)",,2017,433345
ZAOCHEN YE,University of Illinois at Chicago (US),US,2017,433345
Zefang Jiang,Central China Normal University,,2017,433345
Zhangbu Xu,Brookhaven National Laboratory,,2017,433345
Zhao Zhang,North China Electric Power University,,2017,433345
Zhenyu Chen,Rice University (US),US,2017,433345
Zhenyu Ye,University of Illinois at Chicago,,2017,433345
zhidong yang,Texas A&M University,,2017,433345
Zhiming Li,Central China Normal University,,2017,433345
Zhoudunming Tu,Rice University (US),US,2017,433345
Zhuo Zhou,University of Bergen (NO),NO,2017,433345
Zi-Wei Lin,"Central China Normal University, East Carolina University",,2017,433345
Zvi Citron,"Weizmann Institute of Science (IL), Ben Gurion University",,2017,433345
